OTU	Group
ASV_1	DEmed
ASV_1	DEpost
ASV_1	DGpre
ASV_1	DSmed
ASV_1	DSpost
ASV_1	DSpre
ASV_1	HEmed
ASV_1	HEpost
ASV_1	HGpre
ASV_1	HSmed
ASV_1	HSpost
ASV_1	HSpre
ASV_1	IEmed
ASV_1	IEpost
ASV_1	IGpre
ASV_1	ISmed
ASV_1	ISpost
ASV_1	ISpre
ASV_2	DEmed
ASV_2	DEpost
ASV_2	DGpre
ASV_2	DSmed
ASV_2	DSpost
ASV_2	DSpre
ASV_2	HEmed
ASV_2	HEpost
ASV_2	HGpre
ASV_2	HSmed
ASV_2	HSpost
ASV_2	HSpre
ASV_2	IEmed
ASV_2	IEpost
ASV_2	IGpre
ASV_2	ISmed
ASV_2	ISpost
ASV_2	ISpre
ASV_4	DEmed
ASV_4	DEpost
ASV_4	DGpre
ASV_4	DSmed
ASV_4	DSpost
ASV_4	DSpre
ASV_4	HEmed
ASV_4	HEpost
ASV_4	HGpre
ASV_4	HSmed
ASV_4	HSpost
ASV_4	HSpre
ASV_4	IEmed
ASV_4	IEpost
ASV_4	IGpre
ASV_4	ISmed
ASV_4	ISpost
ASV_4	ISpre
ASV_3	DEmed
ASV_3	DEpost
ASV_3	DGpre
ASV_3	DSmed
ASV_3	DSpost
ASV_3	DSpre
ASV_3	HEmed
ASV_3	HEpost
ASV_3	HGpre
ASV_3	HSmed
ASV_3	HSpost
ASV_3	HSpre
ASV_3	IEmed
ASV_3	IEpost
ASV_3	IGpre
ASV_3	ISmed
ASV_3	ISpost
ASV_3	ISpre
ASV_5	DEmed
ASV_5	DEpost
ASV_5	DGpre
ASV_5	DSmed
ASV_5	DSpost
ASV_5	DSpre
ASV_5	HEmed
ASV_5	HEpost
ASV_5	HGpre
ASV_5	HSmed
ASV_5	HSpost
ASV_5	HSpre
ASV_5	IEmed
ASV_5	IEpost
ASV_5	IGpre
ASV_5	ISmed
ASV_5	ISpost
ASV_5	ISpre
ASV_11	DEmed
ASV_11	DEpost
ASV_11	DGpre
ASV_11	DSmed
ASV_11	DSpost
ASV_11	DSpre
ASV_11	HEmed
ASV_11	HEpost
ASV_11	HGpre
ASV_11	HSmed
ASV_11	HSpost
ASV_11	HSpre
ASV_11	IEmed
ASV_11	IEpost
ASV_11	IGpre
ASV_11	ISmed
ASV_11	ISpost
ASV_11	ISpre
ASV_7	DEmed
ASV_7	DEpost
ASV_7	DGpre
ASV_7	DSmed
ASV_7	DSpost
ASV_7	DSpre
ASV_7	HEmed
ASV_7	HEpost
ASV_7	HGpre
ASV_7	HSmed
ASV_7	HSpost
ASV_7	HSpre
ASV_7	IEmed
ASV_7	IEpost
ASV_7	IGpre
ASV_7	ISmed
ASV_7	ISpost
ASV_7	ISpre
ASV_6	DEmed
ASV_6	DEpost
ASV_6	DGpre
ASV_6	DSmed
ASV_6	DSpost
ASV_6	DSpre
ASV_6	HEmed
ASV_6	HEpost
ASV_6	HGpre
ASV_6	HSmed
ASV_6	HSpost
ASV_6	HSpre
ASV_6	IEmed
ASV_6	IEpost
ASV_6	IGpre
ASV_6	ISmed
ASV_6	ISpost
ASV_6	ISpre
ASV_8	DEmed
ASV_8	DEpost
ASV_8	DGpre
ASV_8	DSmed
ASV_8	DSpost
ASV_8	DSpre
ASV_8	HEmed
ASV_8	HEpost
ASV_8	HGpre
ASV_8	HSmed
ASV_8	HSpost
ASV_8	HSpre
ASV_8	IEmed
ASV_8	IEpost
ASV_8	IGpre
ASV_8	ISmed
ASV_8	ISpost
ASV_8	ISpre
ASV_9	DEmed
ASV_9	DEpost
ASV_9	DGpre
ASV_9	DSmed
ASV_9	DSpost
ASV_9	DSpre
ASV_9	HEmed
ASV_9	HEpost
ASV_9	HGpre
ASV_9	HSmed
ASV_9	HSpost
ASV_9	HSpre
ASV_9	IEmed
ASV_9	IEpost
ASV_9	IGpre
ASV_9	ISmed
ASV_9	ISpost
ASV_9	ISpre
ASV_14	DEmed
ASV_14	DEpost
ASV_14	DGpre
ASV_14	DSmed
ASV_14	DSpost
ASV_14	DSpre
ASV_14	HEmed
ASV_14	HEpost
ASV_14	HGpre
ASV_14	HSmed
ASV_14	HSpost
ASV_14	HSpre
ASV_14	IEmed
ASV_14	IEpost
ASV_14	IGpre
ASV_14	ISmed
ASV_14	ISpost
ASV_14	ISpre
ASV_13	DEmed
ASV_13	DEpost
ASV_13	DGpre
ASV_13	DSmed
ASV_13	DSpost
ASV_13	DSpre
ASV_13	HEmed
ASV_13	HEpost
ASV_13	HGpre
ASV_13	HSmed
ASV_13	HSpost
ASV_13	HSpre
ASV_13	IEmed
ASV_13	IEpost
ASV_13	IGpre
