X1	X2	elements	Kingdom	Phylum	Class	Order	Family	Genus	Species	mean	group
1	5.88580974556986	10.7902949190213	ASV_1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Unassigned	Unassigned	1473.61111111111	Model_6
2	-2.95559056934108	-12.8412645560044	ASV_10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Unassigned	428.277777777778	Model_5
3	-3.88027982956792	2.0569833733103	ASV_100	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga_intermedia	61	Model_8
4	-9.63060206620702	-13.7619642545462	ASV_101	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	60.7222222222222	Model_8
5	-15.5694074407005	-13.9596421839408	ASV_102	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	64	Model_2
6	8.28955725654924	-10.0081452982402	ASV_103	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium_bourgognense	53.7777777777778	Model_8
7	-1.92147686091705	-14.9958985840724	ASV_104	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Unassigned	60.4444444444444	Model_5
8	-8.50517586369657	-19.7465715981598	ASV_105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Unassigned	54.1111111111111	Model_8
9	2.94965510115359	17.3730796461397	ASV_106	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	56.7777777777778	Model_5
10	-7.80332694070026	-5.60986646380141	ASV_107	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	52.3888888888889	Model_5
11	-13.1758698366897	-4.30877083188967	ASV_108	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Unassigned	53.5	Model_6
12	-0.0283257578927691	15.5393723071185	ASV_109	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	Unassigned	56.3333333333333	Model_5
