feature	method	group1	group2	p_values	adj_method	p_adjust	pathway_name	pathway_description	pathway_class	pathway_map
ko05142	LinDA	HSmed	HSpre	0.00601240561651489	none	0.00601240561651489	Chagas disease	Trypanosoma cruzi is an intracellular protozoan parasite that causes Chagas disease, also called American trypanosomiasis. The parasite life cycle involves hematophagous reduviid bugs as vectors. Once parasites enter the host body, they invade diverse host cells including cardiomyocytes. Establishment of infection depends on various parasite molecules such as cruzipain, oligopeptidase B, and trans-sialidase that activate Ca2+ signaling. Internalized parasites escape from the parasitophorous vacuole using secreted pore-forming TcTOX molecule and replicate in the cytosol. Multiplied parasites eventually lyse infected host cells and are released in the circulation. During these events, the parasites manipulate host innate immunity and elicit cardiomyocyte hypertrophy. T lymphocyte responses are also disturbed.	Human Diseases; Infectious disease: parasitic	Chagas disease
ko00565	LinDA	HSmed	HSpre	0.00140029391062448	none	0.00140029391062448	Ether lipid metabolism	NA	Metabolism; Lipid metabolism	Ether lipid metabolism
ko00253	LinDA	HSmed	HSpre	0.0161919304842911	none	0.0161919304842911	Tetracycline biosynthesis	Tetracyclines are aromatic polyketide antibiotics produced by Streptomyces species via type II polyketide synthases (PKSs). Tetracyclines contain a linear tetracyclic skeleton, which is formed from a malonamate starter unit and malonyl-CoA extender units through a common polyketide pathway [MD:M00778]. This diagram shows biosynthesis of naturally occurring tetracyclines (tetracycline, oxytetracycline and chlortetracycline) via a common intermediate anhydrotetracycline [MD:M00780 M00823].	Metabolism; Metabolism of terpenoids and polyketides	Tetracycline biosynthesis
ko05322	LinDA	HSmed	HSpre	0.0157056443069448	none	0.0157056443069448	Systemic lupus erythematosus	Systemic lupus erythematosus (SLE) is a prototypic autoimmune disease characterised by the production of IgG autoantibodies that are specific for self-antigens, such as DNA, nuclear proteins and certain cytoplasmic components, in association with a diverse array of clinical manifestations. The primary pathological findings in patients with SLE are those of inflammation, vasculitis, immune complex deposition, and vasculopathy. Immune complexes comprising autoantibody and self-antigen is deposited particulary in the renal glomeruli and mediate a systemic inflammatory response by activating complement or via Fc{gamma}R-mediated neutrophil and macrophage activation. Activation of complement (C5) leads to injury both through formation of the membrane attack complex (C5b-9) or by generation of the anaphylatoxin and cell activator C5a. Neutrophils and macrophages cause tissue injury by the release of oxidants and proteases.	Human Diseases; Immune disease	Systemic lupus erythematosus
ko00626	LinDA	HSmed	HSpre	0.0118966076573702	none	0.0118966076573702	Naphthalene degradation	NA	Metabolism; Xenobiotics biodegradation and metabolism	Naphthalene degradation
ko00622	LinDA	HSmed	HSpre	0.0106654709297996	none	0.0106654709297996	Xylene degradation	NA	Metabolism; Xenobiotics biodegradation and metabolism	Xylene degradation
ko05219	LinDA	HSmed	HSpre	0.0138188624763431	none	0.0138188624763431	Bladder cancer	The urothelium covers the luminal surface of almost the entire urinary tract, extending from the renal pelvis, through the ureter and bladder, to the proximal urethra. The majority of urothelial carcinoma are bladder carcinomas, and urothelial carcinomas of the renal pelvis and ureter account for only approximately 7% of the total. Urothelial tumours arise and evolve through divergent phenotypic pathways. Some tumours progress from urothelial hyperplasia to low-grade non-invasive superficial papillary tumours. More aggressive variants arise either from flat, high-grade carcinoma in situ (CIS) and progress to invasive tumours, or they arise de novo as invasive tumours. Low-grade papillary tumors frequently show a constitutive activation of the receptor tyrosine kinase-Ras pathway, exhibiting activating mutations in the HRAS and fibroblast growth factor receptor 3 (FGFR3) genes. In contrast, CIS and invasive tumors frequently show alterations in the TP53 and RB genes and pathways. Invasion and metastases are promoted by several factors that alter the tumour microenvironment, including the aberrant expression of E-cadherins (E-cad), matrix metalloproteinases (MMPs), angiogenic factors such as vascular endothelial growth factor (VEGF).	Human Diseases; Cancer: specific types	Bladder cancer
ko03050	LinDA	HSmed	HSpre	0.00275556790868842	none	0.00275556790868842	Proteasome	The proteasome is a protein-destroying apparatus involved in many essential cellular functions, such as regulation of cell cycle, cell differentiation, signal transduction pathways, antigen processing for appropriate immune responses, stress signaling, inflammatory responses, and apoptosis. It is capable of degrading a variety of cellular proteins in a rapid and timely fashion and most substrate proteins are modified by ubiquitin before their degradation by the proteasome. The proteasome is a large protein complex consisting of a proteolytic core called the 20S particle and ancillary factors that regulate its activity in various ways. The most common form is the 26S proteasome containing one 20S core particle and two 19S regulatory particles that enable the proteasome to degrade ubiquitinated proteins by an ATP-dependent mechanism. Another form is the immunoproteasome containing two 11S regulatory particles, PA28 alpha and PA28 beta, which are induced by interferon gamma under the conditions of intensified immune response. Other regulatory particles include PA28 gamma and PA200. Although PA28 gamma also belongs to a family of activators of the 20S proteasome, it is localized within the nucleus and forms a homoheptamer. PA28 gamma has been implicated in the regulation of cell cycle progression and apoptosis. PA200 has been identified as a large nuclear protein that stimulates proteasomal hydrolysis of peptides.	Genetic Information Processing; Folding, sorting and degradation	Proteasome
ko05143	LinDA	HSmed	HSpre	0.00572638666088472	none	0.00572638666088472	African trypanosomiasis	Trypanosoma brucei, the parasite responsible for African trypanosomiasis (sleeping sickness), are spread by the tsetse fly in sub-Saharan Africa. The parasites are able to pass through the blood-brain barrier and cause neurological damage by inducing cytokines like TNF alpha, IFN gamma, and IL1. These cytokines and other metabolites such as nitric oxide and somnogenic prostaglandin D2 disturb circadian rhythms in patients with African trypanosomiasis.	Human Diseases; Infectious disease: parasitic	African trypanosomiasis
ko00643	LinDA	HSmed	HSpre	0.0024365423221862	none	0.0024365423221862	Styrene degradation	NA	Metabolism; Xenobiotics biodegradation and metabolism	Styrene degradation
